;contractID;symbol;expiration;strike;type;last;mark;bid;bid_size;ask;ask_size;volume;open_interest;date;implied_volatility;delta;gamma;theta;vega;rho;underlying;price_date
68;AAPL250314C00220000;AAPL;2025-03-14;220.00;call;1.46;1.44;1.42;6;1.46;8;54911;3457;2025-03-12;0.41312;0.33398;0.05484;-0.61203;0.05844;0.00389;AAPL;2025-03-12
69;AAPL250314P00220000;AAPL;2025-03-14;220.00;put;4.25;4.38;4.30;9;4.45;1;26957;9202;2025-03-12;0.40839;-0.66795;0.05535;-0.57762;0.05831;-0.00818;AAPL;2025-03-12
70;AAPL250314C00222500;AAPL;2025-03-14;222.50;call;0.79;0.77;0.75;17;0.78;7;51482;3410;2025-03-12;0.40915;0.20998;0.04385;-0.47877;0.04629;0.00245;AAPL;2025-03-12
71;AAPL250314P00222500;AAPL;2025-03-14;222.50;put;6.00;6.22;6.15;1;6.30;1;12805;4386;2025-03-12;0.40549;-0.79219;0.04398;-0.44524;0.04600;-0.00976;AAPL;2025-03-12
72;AAPL250314C00225000;AAPL;2025-03-14;225.00;call;0.39;0.39;0.37;24;0.40;55;41765;8751;2025-03-12;0.41144;0.12126;0.03049;-0.33600;0.03237;0.00142;AAPL;2025-03-12
73;AAPL250314P00225000;AAPL;2025-03-14;225.00;put;8.14;8.40;8.15;15;8.65;1;2312;7336;2025-03-12;0.42455;-0.87111;0.03084;-0.33507;0.03378;-0.01082;AAPL;2025-03-12
74;AAPL250314C00227500;AAPL;2025-03-14;227.50;call;0.20;0.20;0.18;29;0.21;317;17612;5041;2025-03-12;0.42211;0.06785;0.01933;-0.22388;0.02105;0.00080;AAPL;2025-03-12
75;AAPL250314P00227500;AAPL;2025-03-14;227.50;put;10.50;10.70;10.45;9;10.95;9;3001;6118;2025-03-12;0.43766;-0.92477;0.02019;-0.22428;0.02279;-0.01158;AAPL;2025-03-12
76;AAPL250314C00230000;AAPL;2025-03-14;230.00;call;0.10;0.11;0.10;19;0.12;24;27630;15104;2025-03-12;0.44101;0.03908;0.01194;-0.15072;0.01358;0.00046;AAPL;2025-03-12
77;AAPL250314P00230000;AAPL;2025-03-14;230.00;put;14.05;13.05;12.80;9;13.30;9;1456;5448;2025-03-12;0.42074;-0.96769;0.01071;-0.09576;0.01162;-0.01222;AAPL;2025-03-12
78;AAPL250314C00232500;AAPL;2025-03-14;232.50;call;0.07;0.07;0.06;21;0.07;67;8093;6262;2025-03-12;0.46982;0.02487;0.00771;-0.11039;0.00934;0.00029;AAPL;2025-03-12
79;AAPL250314P00232500;AAPL;2025-03-14;232.50;put;16.92;15.57;15.30;9;15.85;5;1122;4345;2025-03-12;0.50275;-0.96648;0.00924;-0.12382;0.01198;-0.01234;AAPL;2025-03-12
80;AAPL250314C00235000;AAPL;2025-03-14;235.00;call;0.05;0.04;0.04;34;0.05;80;19907;17865;2025-03-12;0.48857;0.01458;0.00471;-0.07287;0.00594;0.00017;AAPL;2025-03-12
81;AAPL250314P00235000;AAPL;2025-03-14;235.00;put;18.00;18.08;17.80;9;18.35;5;542;5719;2025-03-12;0.57546;-0.96756;0.00785;-0.14070;0.01166;-0.01249;AAPL;2025-03-12
82;AAPL250314C00237500;AAPL;2025-03-14;237.50;call;0.03;0.04;0.03;1;0.04;29;5746;10143;2025-03-12;0.54390;0.01327;0.00390;-0.07473;0.00547;0.00016;AAPL;2025-03-12
83;AAPL250314P00237500;AAPL;2025-03-14;237.50;put;20.33;20.58;20.30;9;20.85;5;201;5378;2025-03-12;0.63841;-0.97018;0.00660;-0.14613;0.01087;-0.01266;AAPL;2025-03-12
84;AAPL250314C00240000;AAPL;2025-03-14;240.00;call;0.03;0.03;0.02;111;0.03;11;15478;20194;2025-03-12;0.57622;0.00972;0.00281;-0.06038;0.00417;0.00011;AAPL;2025-03-12
85;AAPL250314P00240000;AAPL;2025-03-14;240.00;put;23.00;23.08;22.80;9;23.35;9;440;19238;2025-03-12;0.69969;-0.97234;0.00566;-0.15092;0.01022;-0.01283;AAPL;2025-03-12
86;AAPL250314C00242500;AAPL;2025-03-14;242.50;call;0.03;0.02;0.01;1600;0.03;20;4412;6912;2025-03-12;0.59817;0.00650;0.00190;-0.04400;0.00293;0.00008;AAPL;2025-03-12
87;AAPL250314P00242500;AAPL;2025-03-14;242.50;put;25.33;25.55;25.25;9;25.85;9;58;872;2025-03-12;0.72561;-0.97927;0.00428;-0.11717;0.00802;-0.01304;AAPL;2025-03-12
88;AAPL250314C00245000;AAPL;2025-03-14;245.00;call;0.02;0.01;0.01;62;0.02;53;3505;11539;2025-03-12;0.60092;0.00344;0.00107;-0.02504;0.00166;0.00004;AAPL;2025-03-12
89;AAPL250314P00245000;AAPL;2025-03-14;245.00;put;28.00;28.05;27.75;9;28.35;9;139;160;2025-03-12;0.78247;-0.98048;0.00377;-0.12044;0.00762;-0.01319;AAPL;2025-03-12
90;AAPL250314C00247500;AAPL;2025-03-14;247.50;call;0.02;0.01;0.00;0;0.02;36;5834;10642;2025-03-12;0.64558;0.00321;0.00094;-0.02532;0.00156;0.00004;AAPL;2025-03-12
91;AAPL250314P00247500;AAPL;2025-03-14;247.50;put;0.00;30.55;30.25;9;30.85;9;0;0;2025-03-12;0.83826;-0.98151;0.00336;-0.12353;0.00727;-0.01334;AAPL;2025-03-12
92;AAPL250314C00250000;AAPL;2025-03-14;250.00;call;0.01;0.01;0.00;0;0.01;4436;3631;14245;2025-03-12;0.68963;0.00303;0.00083;-0.02563;0.00148;0.00004;AAPL;2025-03-12
93;AAPL250314P00250000;AAPL;2025-03-14;250.00;put;33.70;33.05;32.75;1;33.35;1;133;12;2025-03-12;0.89313;-0.98240;0.00303;-0.12655;0.00698;-0.01349;AAPL;2025-03-12
94;AAPL250314C00252500;AAPL;2025-03-14;252.50;call;0.01;0.01;0.00;0;0.01;57;1378;8744;2025-03-12;0.73292;0.00286;0.00075;-0.02590;0.00141;0.00003;AAPL;2025-03-12
95;AAPL250314P00252500;AAPL;2025-03-14;252.50;put;0.00;35.55;35.25;9;35.85;9;0;4;2025-03-12;0.94694;-0.98318;0.00275;-0.12931;0.00671;-0.01364;AAPL;2025-03-12
96;AAPL250314C00255000;AAPL;2025-03-14;255.00;call;0.01;0.01;0.00;0;0.01;2222;213;12092;2025-03-12;0.77561;0.00272;0.00067;-0.02618;0.00135;0.00003;AAPL;2025-03-12
97;AAPL250314P00255000;AAPL;2025-03-14;255.00;put;38.85;38.05;37.75;9;38.35;9;1;0;2025-03-12;0.99999;-0.98386;0.00251;-0.13207;0.00648;-0.01378;AAPL;2025-03-12
98;AAPL250314C00257500;AAPL;2025-03-14;257.50;call;0.01;0.01;0.00;0;0.01;450;152;6470;2025-03-12;0.81753;0.00259;0.00061;-0.02641;0.00129;0.00003;AAPL;2025-03-12
99;AAPL250314P00257500;AAPL;2025-03-14;257.50;put;0.00;40.55;40.25;9;40.85;9;0;0;2025-03-12;1.05212;-0.98447;0.00231;-0.13465;0.00627;-0.01393;AAPL;2025-03-12
100;AAPL250314C00260000;AAPL;2025-03-14;260.00;call;0.01;0.01;0.00;0;0.01;4477;233;7875;2025-03-12;0.85899;0.00248;0.00056;-0.02668;0.00124;0.00003;AAPL;2025-03-12
101;AAPL250314P00260000;AAPL;2025-03-14;260.00;put;41.40;43.05;42.75;9;43.35;9;1;1;2025-03-12;1.10349;-0.98502;0.00213;-0.13716;0.00608;-0.01407;AAPL;2025-03-12
102;AAPL250314C00262500;AAPL;2025-03-14;262.50;call;0.01;0.01;0.00;0;0.01;310;0;1475;2025-03-12;0.89969;0.00238;0.00051;-0.02688;0.00119;0.00003;AAPL;2025-03-12
103;AAPL250314P00262500;AAPL;2025-03-14;262.50;put;0.00;45.55;45.25;5;45.85;9;0;0;2025-03-12;1.15410;-0.98551;0.00198;-0.13958;0.00590;-0.01421;AAPL;2025-03-12
104;AAPL250314C00265000;AAPL;2025-03-14;265.00;call;0.01;0.01;0.00;0;0.01;460;3;2692;2025-03-12;0.93978;0.00229;0.00047;-0.02707;0.00115;0.00003;AAPL;2025-03-12
105;AAPL250314P00265000;AAPL;2025-03-14;265.00;put;0.00;48.05;47.75;9;48.35;9;0;0;2025-03-12;1.20395;-0.98596;0.00185;-0.14190;0.00575;-0.01436;AAPL;2025-03-12
106;AAPL250314C00267500;AAPL;2025-03-14;267.50;call;0.01;0.01;0.00;0;0.01;459;0;1137;2025-03-12;0.97941;0.00220;0.00044;-0.02727;0.00111;0.00003;AAPL;2025-03-12
107;AAPL250314P00267500;AAPL;2025-03-14;267.50;put;0.00;50.55;50.25;9;50.85;9;0;0;2025-03-12;1.25303;-0.98637;0.00173;-0.14409;0.00560;-0.01450;AAPL;2025-03-12
108;AAPL250314C00270000;AAPL;2025-03-14;270.00;call;0.01;0.01;0.00;0;0.01;2222;2;2639;2025-03-12;1.01859;0.00213;0.00041;-0.02748;0.00108;0.00002;AAPL;2025-03-12
109;AAPL250314P00270000;AAPL;2025-03-14;270.00;put;0.00;53.05;52.75;9;53.35;9;0;0;2025-03-12;1.30166;-0.98673;0.00163;-0.14639;0.00547;-0.01464;AAPL;2025-03-12
110;AAPL250314C00272500;AAPL;2025-03-14;272.50;call;0.01;0.01;0.00;0;0.01;760;0;98;2025-03-12;1.05715;0.00206;0.00038;-0.02766;0.00104;0.00002;AAPL;2025-03-12
111;AAPL250314P00272500;AAPL;2025-03-14;272.50;put;0.00;55.55;55.25;9;55.85;9;0;0;2025-03-12;1.34953;-0.98707;0.00154;-0.14853;0.00535;-0.01478;AAPL;2025-03-12
112;AAPL250314C00275000;AAPL;2025-03-14;275.00;call;0.01;0.01;0.00;0;0.01;1510;6;1655;2025-03-12;1.09511;0.00199;0.00036;-0.02780;0.00101;0.00002;AAPL;2025-03-12
113;AAPL250314P00275000;AAPL;2025-03-14;275.00;put;0.00;58.05;57.75;5;58.35;9;0;0;2025-03-12;1.39678;-0.98739;0.00145;-0.15062;0.00524;-0.01492;AAPL;2025-03-12
114;AAPL250314C00280000;AAPL;2025-03-14;280.00;call;0.01;0.01;0.00;0;0.01;1210;0;948;2025-03-12;1.16996;0.00188;0.00032;-0.02816;0.00096;0.00002;AAPL;2025-03-12
115;AAPL250314P00280000;AAPL;2025-03-14;280.00;put;0.00;63.05;62.75;9;63.35;9;0;0;2025-03-12;1.48961;-0.98794;0.00131;-0.15474;0.00504;-0.01520;AAPL;2025-03-12
116;AAPL250314C00285000;AAPL;2025-03-14;285.00;call;0.01;0.01;0.00;0;0.01;1510;0;132;2025-03-12;1.24282;0.00178;0.00029;-0.02844;0.00091;0.00002;AAPL;2025-03-12
117;AAPL250314P00285000;AAPL;2025-03-14;285.00;put;0.00;68.05;67.75;9;68.35;9;0;0;2025-03-12;1.58016;-0.98842;0.00119;-0.15865;0.00486;-0.01548;AAPL;2025-03-12
118;AAPL250314C00290000;AAPL;2025-03-14;290.00;call;0.01;0.01;0.00;0;0.01;6000;0;258;2025-03-12;1.31401;0.00169;0.00026;-0.02872;0.00087;0.00002;AAPL;2025-03-12
119;AAPL250314P00290000;AAPL;2025-03-14;290.00;put;0.00;73.05;72.75;9;73.35;9;0;0;2025-03-12;1.66872;-0.98883;0.00109;-0.16249;0.00471;-0.01576;AAPL;2025-03-12
120;AAPL250314C00295000;AAPL;2025-03-14;295.00;call;0.01;0.01;0.00;0;0.01;2410;0;146;2025-03-12;1.38352;0.00161;0.00023;-0.02896;0.00084;0.00002;AAPL;2025-03-12
121;AAPL250314P00295000;AAPL;2025-03-14;295.00;put;0.00;78.05;77.75;9;78.35;9;0;0;2025-03-12;1.75531;-0.98920;0.00101;-0.16620;0.00458;-0.01604;AAPL;2025-03-12
122;AAPL250314C00300000;AAPL;2025-03-14;300.00;call;0.01;0.01;0.00;0;0.01;3010;0;170;2025-03-12;1.45166;0.00154;0.00021;-0.02923;0.00080;0.00002;AAPL;2025-03-12
123;AAPL250314P00300000;AAPL;2025-03-14;300.00;put;0.00;83.05;82.75;9;83.35;9;0;0;2025-03-12;1.84006;-0.98952;0.00094;-0.16981;0.00446;-0.01632;AAPL;2025-03-12
124;AAPL250314C00305000;AAPL;2025-03-14;305.00;call;0.01;0.01;0.00;0;0.01;16;0;188;2025-03-12;1.51827;0.00148;0.00020;-0.02946;0.00078;0.00002;AAPL;2025-03-12
125;AAPL250314P00305000;AAPL;2025-03-14;305.00;put;0.00;88.05;87.75;9;88.35;9;0;0;2025-03-12;1.92314;-0.98980;0.00088;-0.17340;0.00435;-0.01659;AAPL;2025-03-12
126;AAPL250314C00310000;AAPL;2025-03-14;310.00;call;0.01;0.01;0.00;0;0.01;30;0;129;2025-03-12;1.58351;0.00143;0.00018;-0.02968;0.00075;0.00002;AAPL;2025-03-12
127;AAPL250314P00310000;AAPL;2025-03-14;310.00;put;0.00;93.05;92.75;9;93.35;9;0;0;2025-03-12;2.00454;-0.99006;0.00082;-0.17689;0.00426;-0.01687;AAPL;2025-03-12
128;AAPL250314C00315000;AAPL;2025-03-14;315.00;call;0.01;0.01;0.00;0;0.01;1;0;2;2025-03-12;1.64738;0.00138;0.00017;-0.02989;0.00072;0.00002;AAPL;2025-03-12
129;AAPL250314P00315000;AAPL;2025-03-14;315.00;put;0.00;98.05;97.75;9;98.35;9;0;0;2025-03-12;2.08426;-0.99029;0.00078;-0.18024;0.00417;-0.01715;AAPL;2025-03-12
130;AAPL250314C00320000;AAPL;2025-03-14;320.00;call;0.00;0.01;0.00;0;0.01;1;0;0;2025-03-12;1.70988;0.00133;0.00016;-0.03006;0.00070;0.00002;AAPL;2025-03-12
131;AAPL250314P00320000;AAPL;2025-03-14;320.00;put;0.00;103.05;102.75;9;103.35;9;0;0;2025-03-12;2.16246;-0.99050;0.00073;-0.18352;0.00409;-0.01742;AAPL;2025-03-12
132;AAPL250314C00325000;AAPL;2025-03-14;325.00;call;0.01;0.01;0.00;0;0.01;1;0;18;2025-03-12;1.77131;0.00129;0.00015;-0.03026;0.00068;0.00001;AAPL;2025-03-12
133;AAPL250314P00325000;AAPL;2025-03-14;325.00;put;0.00;108.05;107.75;9;108.35;9;0;0;2025-03-12;2.23929;-0.99069;0.00070;-0.18680;0.00402;-0.01770;AAPL;2025-03-12
134;AAPL250314C00330000;AAPL;2025-03-14;330.00;call;0.01;0.01;0.00;0;0.01;4509;1;505;2025-03-12;1.83153;0.00125;0.00014;-0.03043;0.00066;0.00001;AAPL;2025-03-12
135;AAPL250314P00330000;AAPL;2025-03-14;330.00;put;0.00;113.05;112.75;9;113.35;9;0;0;2025-03-12;2.31475;-0.99086;0.00066;-0.19003;0.00396;-0.01798;AAPL;2025-03-12
136;AAPL250321C00005000;AAPL;2025-03-21;5.00;call;217.82;211.97;211.00;100;212.95;104;0;44;2025-03-12;1.56802;1.00000;0.00000;-0.00059;0.00000;0.00123;AAPL;2025-03-12
137;AAPL250321P00005000;AAPL;2025-03-21;5.00;put;0.00;0.01;0.00;0;0.01;510;0;5235;2025-03-12;7.80867;-0.00011;0.00000;-0.00654;0.00015;-0.00001;AAPL;2025-03-12
138;AAPL250321C00010000;AAPL;2025-03-21;10.00;call;211.46;206.98;206.05;100;207.90;103;1;30;2025-03-12;1.53103;1.00000;0.00000;-0.00119;0.00000;0.00246;AAPL;2025-03-12
139;AAPL250321P00010000;AAPL;2025-03-21;10.00;put;0.01;0.01;0.00;0;0.01;510;1;4;2025-03-12;6.26953;-0.00015;0.00000;-0.00677;0.00019;-0.00001;AAPL;2025-03-12
140;AAPL250321C00015000;AAPL;2025-03-21;15.00;call;223.85;201.97;201.00;100;202.95;104;0;0;2025-03-12;1.49405;1.00000;0.00000;-0.00178;0.00000;0.00369;AAPL;2025-03-12
141;AAPL250321P00015000;AAPL;2025-03-21;15.00;put;0.00;0.01;0.00;0;0.01;510;0;12;2025-03-12;5.40522;-0.00018;0.00000;-0.00688;0.00023;-0.00001;AAPL;2025-03-12
142;AAPL250321C00020000;AAPL;2025-03-21;20.00;call;196.55;197.02;196.10;100;197.95;103;1;0;2025-03-12;5.06254;0.99966;0.00001;-0.01426;0.00042;0.00490;AAPL;2025-03-12
143;AAPL250321P00020000;AAPL;2025-03-21;20.00;put;0.00;0.01;0.00;0;0.01;500;0;579;2025-03-12;4.80569;-0.00020;0.00000;-0.00694;0.00026;-0.00001;AAPL;2025-03-12
144;AAPL250321C00025000;AAPL;2025-03-21;25.00;call;210.01;192.03;191.05;100;193.00;104;0;2;2025-03-12;4.66957;0.99954;0.00001;-0.01743;0.00056;0.00613;AAPL;2025-03-12
145;AAPL250321P00025000;AAPL;2025-03-21;25.00;put;0.00;0.01;0.00;0;0.01;510;0;19;2025-03-12;4.34762;-0.00023;0.00001;-0.00697;0.00029;-0.00001;AAPL;2025-03-12
146;AAPL250321C00030000;AAPL;2025-03-21;30.00;call;229.00;187.02;186.10;100;187.95;103;0;0;2025-03-12;3.90815;0.99979;0.00001;-0.00930;0.00027;0.00738;AAPL;2025-03-12
147;AAPL250321P00030000;AAPL;2025-03-21;30.00;put;0.00;0.01;0.00;0;0.01;510;0;6;2025-03-12;3.97751;-0.00025;0.00001;-0.00699;0.00032;-0.00002;AAPL;2025-03-12
148;AAPL250321C00035000;AAPL;2025-03-21;35.00;call;201.75;182.03;181.05;100;183.00;104;0;4;2025-03-12;3.73712;0.99967;0.00001;-0.01273;0.00041;0.00860;AAPL;2025-03-12
149;AAPL250321P00035000;AAPL;2025-03-21;35.00;put;0.00;0.01;0.00;0;0.01;510;0;211;2025-03-12;3.66700;-0.00027;0.00001;-0.00700;0.00034;-0.00002;AAPL;2025-03-12
150;AAPL250321C00040000;AAPL;2025-03-21;40.00;call;177.52;177.02;176.10;100;177.95;103;1;2;2025-03-12;1.30912;1.00000;0.00000;-0.00474;0.00000;0.00985;AAPL;2025-03-12
151;AAPL250321P00040000;AAPL;2025-03-21;40.00;put;0.00;0.01;0.00;0;0.01;8510;0;18634;2025-03-12;3.39993;-0.00030;0.00001;-0.00700;0.00037;-0.00002;AAPL;2025-03-12
152;AAPL250321C00045000;AAPL;2025-03-21;45.00;call;209.40;172.03;171.05;100;173.00;104;0;1;2025-03-12;2.81748;0.99992;0.00000;-0.00701;0.00011;0.01108;AAPL;2025-03-12
153;AAPL250321P00045000;AAPL;2025-03-21;45.00;put;0.00;0.01;0.00;0;0.01;510;0;703;2025-03-12;3.16549;-0.00032;0.00001;-0.00699;0.00040;-0.00002;AAPL;2025-03-12
154;AAPL250321C00050000;AAPL;2025-03-21;50.00;call;178.95;167.02;166.10;100;167.95;103;0;85;2025-03-12;1.23515;1.00000;0.00000;-0.00593;0.00000;0.01232;AAPL;2025-03-12
155;AAPL250321P00050000;AAPL;2025-03-21;50.00;put;0.00;0.01;0.00;0;0.01;20;0;1092;2025-03-12;2.95665;-0.00034;0.00001;-0.00698;0.00043;-0.00002;AAPL;2025-03-12
156;AAPL250321C00055000;AAPL;2025-03-21;55.00;call;177.40;162.03;161.75;7;162.30;7;0;7;2025-03-12;1.19817;1.00000;0.00000;-0.00652;0.00000;0.01355;AAPL;2025-03-12
157;AAPL250321P00055000;AAPL;2025-03-21;55.00;put;0.00;0.01;0.00;0;0.01;300;0;1691;2025-03-12;2.76855;-0.00037;0.00001;-0.00697;0.00045;-0.00002;AAPL;2025-03-12
158;AAPL250321C00060000;AAPL;2025-03-21;60.00;call;161.51;157.07;156.15;100;158.00;103;1;18;2025-03-12;2.81687;0.99913;0.00003;-0.02296;0.00101;0.01473;AAPL;2025-03-12
159;AAPL250321P00060000;AAPL;2025-03-21;60.00;put;0.00;0.01;0.00;0;0.01;20;0;1313;2025-03-12;2.59706;-0.00039;0.00002;-0.00695;0.00048;-0.00002;AAPL;2025-03-12
160;AAPL250321C00065000;AAPL;2025-03-21;65.00;call;170.30;152.07;151.10;100;153.05;104;0;26;2025-03-12;2.59279;0.99923;0.00003;-0.02068;0.00090;0.01596;AAPL;2025-03-12
161;AAPL250321P00065000;AAPL;2025-03-21;65.00;put;0.00;0.01;0.00;0;0.02;15;0;769;2025-03-12;2.43974;-0.00042;0.00002;-0.00694;0.00051;-0.00002;AAPL;2025-03-12
162;AAPL250321C00070000;AAPL;2025-03-21;70.00;call;150.74;147.07;146.15;100;148.00;103;1;74;2025-03-12;2.37633;0.99936;0.00003;-0.01829;0.00076;0.01720;AAPL;2025-03-12
163;AAPL250321P00070000;AAPL;2025-03-21;70.00;put;0.00;0.01;0.00;0;0.02;1;0;238;2025-03-12;2.29447;-0.00045;0.00002;-0.00692;0.00054;-0.00003;AAPL;2025-03-12
164;AAPL250321C00075000;AAPL;2025-03-21;75.00;call;161.85;142.07;141.10;100;143.05;104;0;24;2025-03-12;2.15865;0.99953;0.00002;-0.01576;0.00057;0.01845;AAPL;2025-03-12
165;AAPL250321P00075000;AAPL;2025-03-21;75.00;put;0.00;0.01;0.00;0;0.02;1;0;222;2025-03-12;2.15926;-0.00047;0.00002;-0.00689;0.00058;-0.00003;AAPL;2025-03-12
166;AAPL250321C00080000;AAPL;2025-03-21;80.00;call;168.05;137.07;136.15;100;138.00;103;0;37;2025-03-12;1.91613;0.99974;0.00001;-0.01299;0.00033;0.01969;AAPL;2025-03-12
167;AAPL250321P00080000;AAPL;2025-03-21;80.00;put;0.00;0.01;0.00;0;0.01;12000;0;288;2025-03-12;2.03289;-0.00050;0.00003;-0.00687;0.00061;-0.00003;AAPL;2025-03-12
168;AAPL250321C00085000;AAPL;2025-03-21;85.00;call;148.59;132.07;131.10;100;133.05;104;0;193;2025-03-12;0.97626;1.00000;0.00000;-0.01007;0.00000;0.02094;AAPL;2025-03-12
169;AAPL250321P00085000;AAPL;2025-03-21;85.00;put;0.00;0.01;0.00;0;0.01;12000;0;2423;2025-03-12;1.91430;-0.00053;0.00003;-0.00684;0.00064;-0.00003;AAPL;2025-03-12
170;AAPL250321C00090000;AAPL;2025-03-21;90.00;call;140.50;127.10;126.80;7;127.40;7;0;96;2025-03-12;1.94387;0.99881;0.00006;-0.02512;0.00134;0.02210;AAPL;2025-03-12
171;AAPL250321P00090000;AAPL;2025-03-21;90.00;put;0.00;0.01;0.00;0;0.01;12000;0;595;2025-03-12;1.80256;-0.00057;0.00003;-0.00681;0.00068;-0.00003;AAPL;2025-03-12
172;AAPL250321C00095000;AAPL;2025-03-21;95.00;call;125.86;122.12;121.15;100;123.10;104;1;15;2025-03-12;1.91613;0.99813;0.00009;-0.03286;0.00203;0.02329;AAPL;2025-03-12
173;AAPL250321P00095000;AAPL;2025-03-21;95.00;put;0.01;0.01;0.00;0;0.01;12000;1;4293;2025-03-12;1.69677;-0.00060;0.00004;-0.00678;0.00072;-0.00003;AAPL;2025-03-12
174;AAPL250321C00100000;AAPL;2025-03-21;100.00;call;129.10;117.12;116.20;100;118.05;103;0;474;2025-03-12;1.77772;0.99824;0.00009;-0.03079;0.00192;0.02453;AAPL;2025-03-12
175;AAPL250321P00100000;AAPL;2025-03-21;100.00;put;0.00;0.01;0.00;0;0.01;3000;0;12436;2025-03-12;1.59647;-0.00064;0.00004;-0.00675;0.00076;-0.00004;AAPL;2025-03-12
176;AAPL250321C00105000;AAPL;2025-03-21;105.00;call;122.45;112.12;111.15;100;113.10;104;0;73;2025-03-12;1.64434;0.99838;0.00009;-0.02867;0.00178;0.02577;AAPL;2025-03-12
177;AAPL250321P00105000;AAPL;2025-03-21;105.00;put;0.00;0.01;0.00;0;0.01;1;0;1541;2025-03-12;1.50089;-0.00068;0.00005;-0.00671;0.00081;-0.00004;AAPL;2025-03-12
178;AAPL250321C00110000;AAPL;2025-03-21;110.00;call;111.06;107.12;106.85;7;107.40;7;370;471;2025-03-12;1.51461;0.99856;0.00009;-0.02650;0.00160;0.02701;AAPL;2025-03-12
179;AAPL250321P00110000;AAPL;2025-03-21;110.00;put;0.02;0.01;0.00;0;0.01;11;1;1089;2025-03-12;1.40974;-0.00073;0.00005;-0.00667;0.00085;-0.00004;AAPL;2025-03-12
180;AAPL250321C00115000;AAPL;2025-03-21;115.00;call;125.50;102.12;101.15;100;103.10;104;0;50;2025-03-12;1.38687;0.99877;0.00009;-0.02425;0.00138;0.02826;AAPL;2025-03-12
181;AAPL250321P00115000;AAPL;2025-03-21;115.00;put;0.01;0.01;0.01;100;0.02;1;6;5667;2025-03-12;1.32254;-0.00077;0.00006;-0.00663;0.00091;-0.00004;AAPL;2025-03-12
182;AAPL250321C00120000;AAPL;2025-03-21;120.00;call;107.50;97.17;96.25;100;98.10;103;0;28;2025-03-12;1.47666;0.99626;0.00022;-0.04527;0.00380;0.02934;AAPL;2025-03-12
183;AAPL250321P00120000;AAPL;2025-03-21;120.00;put;0.01;0.01;0.01;19;0.02;1;21;4655;2025-03-12;1.23901;-0.00082;0.00007;-0.00659;0.00096;-0.00005;AAPL;2025-03-12
184;AAPL250321C00125000;AAPL;2025-03-21;125.00;call;92.24;92.18;91.20;100;93.15;104;81;205;2025-03-12;1.39404;0.99578;0.00026;-0.04751;0.00424;0.03055;AAPL;2025-03-12
185;AAPL250321P00125000;AAPL;2025-03-21;125.00;put;0.03;0.02;0.01;20;0.03;11;518;3949;2025-03-12;1.23230;-0.00158;0.00012;-0.01187;0.00174;-0.00009;AAPL;2025-03-12
186;AAPL250321C00130000;AAPL;2025-03-21;130.00;call;87.10;87.17;86.25;100;88.10;103;2;456;2025-03-12;1.26553;0.99635;0.00025;-0.04147;0.00372;0.03181;AAPL;2025-03-12
187;AAPL250321P00130000;AAPL;2025-03-21;130.00;put;0.02;0.03;0.02;10;0.03;11;873;5432;2025-03-12;1.19663;-0.00236;0.00018;-0.01661;0.00251;-0.00013;AAPL;2025-03-12
188;AAPL250321C00135000;AAPL;2025-03-21;135.00;call;83.55;82.18;81.90;7;82.45;7;0;247;2025-03-12;1.19114;0.99581;0.00030;-0.04374;0.00421;0.03301;AAPL;2025-03-12
189;AAPL250321P00135000;AAPL;2025-03-21;135.00;put;0.03;0.03;0.02;14;0.03;40;7;6553;2025-03-12;1.11508;-0.00253;0.00021;-0.01646;0.00267;-0.00014;AAPL;2025-03-12
190;AAPL250321C00140000;AAPL;2025-03-21;140.00;call;80.60;77.22;76.30;100;78.15;103;35;525;2025-03-12;1.17224;0.99340;0.00046;-0.05747;0.00631;0.03411;AAPL;2025-03-12
191;AAPL250321P00140000;AAPL;2025-03-21;140.00;put;0.04;0.04;0.03;10;0.04;98;104;4583;2025-03-12;1.06767;-0.00343;0.00028;-0.02076;0.00352;-0.00019;AAPL;2025-03-12
192;AAPL250321C00145000;AAPL;2025-03-21;145.00;call;71.75;72.22;71.25;100;73.20;104;20;255;2025-03-12;1.07910;0.99324;0.00051;-0.05560;0.00644;0.03533;AAPL;2025-03-12
193;AAPL250321P00145000;AAPL;2025-03-21;145.00;put;0.04;0.04;0.03;73;0.05;11;2391;6600;2025-03-12;0.98932;-0.00369;0.00033;-0.02054;0.00376;-0.00021;AAPL;2025-03-12
194;AAPL250321C00150000;AAPL;2025-03-21;150.00;call;66.00;67.12;66.75;79;67.50;7;2;1895;2025-03-12;0.49545;1.00000;0.00000;-0.01778;0.00000;0.03695;AAPL;2025-03-12
195;AAPL250321P00150000;AAPL;2025-03-21;150.00;put;0.05;0.06;0.05;10;0.06;89;1209;10726;2025-03-12;0.95594;-0.00552;0.00048;-0.02842;0.00538;-0.00031;AAPL;2025-03-12
196;AAPL250321C00152500;AAPL;2025-03-21;152.50;call;0.00;64.78;63.80;100;65.75;104;0;0;2025-03-12;1.01859;0.98903;0.00083;-0.07348;0.00984;0.03694;AAPL;2025-03-12
197;AAPL250321P00152500;AAPL;2025-03-21;152.50;put;0.07;0.05;0.03;11;0.07;216;27;51;2025-03-12;0.89801;-0.00496;0.00047;-0.02425;0.00489;-0.00028;AAPL;2025-03-12
